MonthID,ZoneID,HourID,Temperature,temperatureCV,relHumidity,heatIndex,specificHumidity,relativeHumidityCV,FIP
1,360050,14,37,,54,,,,36005
1,360050,15,39,,56,,,,36005
1,360050,16,37,,59,,,,36005
1,360050,17,36,,53,,,,36005
1,360050,18,36,,52,,,,36005
1,360050,19,35,,53,,,,36005
1,360050,20,34,,52,,,,36005
1,360050,21,34,,56,,,,36005
1,360050,22,33,,58,,,,36005
1,360050,23,33,,57,,,,36005
1,360050,24,32,,56,,,,36005
2,360050,1,34,,65,,,,36005
2,360050,2,34,,68,,,,36005
2,360050,3,33,,70,,,,36005
2,360050,4,32,,68,,,,36005
2,360050,5,33,,67,,,,36005
2,360050,6,33,,72,,,,36005
2,360050,7,32,,68,,,,36005
2,360050,8,32,,65,,,,36005
2,360050,9,34,,61,,,,36005
2,360050,10,35,,60,,,,36005
2,360050,11,36,,61,,,,36005
2,360050,12,36,,62,,,,36005
2,360050,13,38,,61,,,,36005
2,360050,14,39,,57,,,,36005
2,360050,15,39,,56,,,,36005
2,360050,16,39,,56,,,,36005
2,360050,17,39,,52,,,,36005
2,360050,18,38,,59,,,,36005
2,360050,19,37,,62,,,,36005
2,360050,20,37,,59,,,,36005
2,360050,21,36,,61,,,,36005
2,360050,22,36,,63,,,,36005
2,360050,23,36,,62,,,,36005
2,360050,24,35,,65,,,,36005
3,360050,1,38,,61,,,,36005
3,360050,2,38,,60,,,,36005
3,360050,3,38,,62,,,,36005
3,360050,4,37,,66,,,,36005
3,360050,5,37,,63,,,,36005
3,360050,6,35,,67,,,,36005
3,360050,7,36,,66,,,,36005
3,360050,8,37,,62,,,,36005
3,360050,9,38,,62,,,,36005
3,360050,10,40,,56,,,,36005
3,360050,11,41,,54,,,,36005
3,360050,12,42,,51,,,,36005
3,360050,13,46,,48,,,,36005
3,360050,14,45,,46,,,,36005
3,360050,15,45,,47,,,,36005
3,360050,16,44,,48,,,,36005
3,360050,17,45,,46,,,,36005
3,360050,18,43,,53,,,,36005
3,360050,19,42,,59,,,,36005
3,360050,20,42,,54,,,,36005
3,360050,21,42,,59,,,,36005
3,360050,22,41,,59,,,,36005
3,360050,23,41,,56,,,,36005
3,360050,24,40,,58,,,,36005
4,360050,1,50,,71,,,,36005
4,360050,2,51,,70,,,,36005
4,360050,3,50,,72,,,,36005
4,360050,4,50,,75,,,,36005
4,360050,5,50,,72,,,,36005
4,360050,6,51,,75,,,,36005
4,360050,7,51,,74,,,,36005
4,360050,8,51,,69,,,,36005
4,360050,9,54,,69,,,,36005
4,360050,10,54,,67,,,,36005
4,360050,11,55,,61,,,,36005
4,360050,12,56,,62,,,,36005
4,360050,13,57,,60,,,,36005
4,360050,14,58,,55,,,,36005
4,360050,15,58,,57,,,,36005
4,360050,16,58,,60,,,,36005
4,360050,17,57,,58,,,,36005
4,360050,18,55,,63,,,,36005
4,360050,19,54,,64,,,,36005
4,360050,20,54,,63,,,,36005
4,360050,21,53,,71,,,,36005
4,360050,22,52,,69,,,,36005
4,360050,23,52,,71,,,,36005
4,360050,24,52,,71,,,,36005
5,360050,1,58,,79,,,,36005
5,360050,2,58,,78,,,,36005
5,360050,3,56,,80,,,,36005
5,360050,4,56,,79,,,,36005
5,360050,5,56,,78,,,,36005
5,360050,6,56,,80,,,,36005
5,360050,7,57,,78,,,,36005
5,360050,8,58,,74,,,,36005
5,360050,9,60,,72,,,,36005
5,360050,10,61,,69,,,,36005
5,360050,11,62,,64,,,,36005
5,360050,12,64,,61,,,,36005
5,360050,13,64,,63,,,,36005
5,360050,14,65,,60,,,,36005
5,360050,15,65,,58,,,,36005
5,360050,16,66,,61,,,,36005
5,360050,17,65,,60,,,,36005
5,360050,18,61,,74,,,,36005
5,360050,19,59,,75,,,,36005
5,360050,20,60,,72,,,,36005
5,360050,21,60,,75,,,,36005
5,360050,22,59,,76,,,,36005
5,360050,23,59,,78,,,,36005
5,360050,24,58,,83,,,,36005
6,360050,1,69,,72,,,,36005
6,360050,2,68,,71,,,,36005
6,360050,3,68,,76,,,,36005
6,360050,4,67,,77,,,,36005
6,360050,5,67,,78,,,,36005
6,360050,6,67,,77,,,,36005
6,360050,7,68,,74,,,,36005
6,360050,8,69,,71,,,,36005
6,360050,9,71,,65,,,,36005
6,360050,10,72,,62,,,,36005
6,360050,11,73,,59,,,,36005
6,360050,12,74,,59,,,,36005
6,360050,13,76,,54,,,,36005
6,360050,14,76,,52,,,,36005
6,360050,15,77,,54,,,,36005
6,360050,16,77,,54,,,,36005
6,360050,17,76,,54,,,,36005
6,360050,18,74,,60,,,,36005
6,360050,19,73,,61,,,,36005
6,360050,20,73,,59,,,,36005
6,360050,21,71,,64,,,,36005
6,360050,22,71,,66,,,,36005
6,360050,23,71,,65,,,,36005
6,360050,24,69,,67,,,,36005
7,360050,1,77,,70,,,,36005
7,360050,2,77,,67,,,,36005
7,360050,3,76,,71,,,,36005
7,360050,4,76,,72,,,,36005
7,360050,5,76,,71,,,,36005
7,360050,6,76,,72,,,,36005
7,360050,7,77,,67,,,,36005
7,360050,8,78,,65,,,,36005
7,360050,9,80,,65,,,,36005
7,360050,10,82,,57,,,,36005
7,360050,11,84,,53,,,,36005
7,360050,12,86,,48,,,,36005
7,360050,13,86,,49,,,,36005
7,360050,14,87,,48,,,,36005
7,360050,15,86,,51,,,,36005
7,360050,16,84,,56,,,,36005
7,360050,17,85,,52,,,,36005
7,360050,18,83,,57,,,,36005
7,360050,19,83,,57,,,,36005
7,360050,20,81,,61,,,,36005
7,360050,21,80,,64,,,,36005
7,360050,22,79,,67,,,,36005
7,360050,23,79,,64,,,,36005
7,360050,24,78,,69,,,,36005
8,360050,1,74,,72,,,,36005
8,360050,2,74,,73,,,,36005
8,360050,3,72,,74,,,,36005
8,360050,4,72,,76,,,,36005
8,360050,5,72,,76,,,,36005
8,360050,6,72,,76,,,,36005
8,360050,7,73,,74,,,,36005
8,360050,8,73,,70,,,,36005
8,360050,9,76,,65,,,,36005
8,360050,10,77,,62,,,,36005
8,360050,11,78,,58,,,,36005
8,360050,12,79,,56,,,,36005
8,360050,13,81,,52,,,,36005
8,360050,14,82,,51,,,,36005
8,360050,15,82,,53,,,,36005
8,360050,16,82,,52,,,,36005
8,360050,17,81,,53,,,,36005
