sourceTypeID,yearID,ageID,ageFraction,FIP
21,2020,6,0.069129185,36003
21,2020,5,0.060927965,36003
21,2020,4,0.056020148,36003
21,2020,3,0.052080979,36003
21,2020,2,0.042717381,36003
21,2020,1,0.031384198,36003
31,2020,16,0.03492619,36003
31,2020,30,0.013927129,36003
31,2020,17,0.027003379,36003
31,2020,28,0.001741895,36003
31,2020,27,0.00215128,36003
31,2020,26,0.00365236,36003
31,2020,25,0.004976842,36003
31,2020,24,0.004679837,36003
31,2020,23,0.007031796,36003
31,2020,22,0.008027164,36003
31,2020,21,0.010579802,36003
31,2020,20,0.012779245,36003
31,2020,19,0.015500454,36003
21,2020,11,0.048400116,36003
21,2020,0,0.010445255,36003
54,2020,0,0.019417476,36003
53,2020,7,0.01056338,36003
54,2020,11,0.013239188,36003
54,2020,10,0.009708738,36003
54,2020,9,0.018534863,36003
54,2020,8,0.014121801,36003
54,2020,7,0.025595763,36003
54,2020,6,0.037952339,36003
54,2020,5,0.037069726,36003
54,2020,4,0.031774051,36003
54,2020,3,0.039717564,36003
54,2020,13,0.032656664,36003
54,2020,1,0.029126214,36003
54,2020,14,0.029126214,36003
61,2020,30,0.114035088,36003
61,2020,29,0.00877193,36003
61,2020,28,0.011695906,36003
61,2020,27,0.020467836,36003
61,2020,26,0.035087719,36003
61,2020,25,0.043859649,36003
61,2020,24,0.052631579,36003
61,2020,23,0.040935673,36003
61,2020,22,0.020467836,36003
61,2020,21,0.01754386,36003
54,2020,2,0.037952339,36003
54,2020,25,0.025595763,36003
53,2020,6,0.01056338,36003
53,2020,5,0.007042254,36003
53,2020,4,0.024647887,36003
53,2020,3,0.007042254,36003
53,2020,2,0.007042254,36003
53,2020,1,0.01056338,36003
53,2020,0,0.01056338,36003
54,2020,30,0.150044131,36003
54,2020,29,0.008826125,36003
54,2020,28,0.015004413,36003
54,2020,12,0.029126214,36003
54,2020,26,0.028243601,36003
61,2020,18,0.01754386,36003
54,2020,24,0.022065313,36003
54,2020,23,0.033539276,36003
